Name, Country1,Country2, Age, Position,PreviousClub,NextClub,Season,Year,TransferFee
Alexandros Katranis,Greece,None,19,LB,Atromitos Athen,AS Saint-�tienne,Summer,2017,800000.0
Saidy Janko,Switzerland,The Gambia,21,RB,Celtic,AS Saint-�tienne,Summer,2017,-1
K�vin Malcuit,France,Morocco,25,RB,AS Saint-�tienne,LOSC Lille,Summer,2017,9000000.0
Neal Maupay,France,Argentina,20,CF,AS Saint-�tienne,Brentford,Summer,2017,2000000.0
Fabien Lemoine,France,None,30,DM,AS Saint-�tienne,FC Lorient,Summer,2017,1000000.0
Benjamin Corgnet,France,None,30,AM,AS Saint-�tienne,R. Strasbourg,Summer,2017,0
Dylan Saint-Louis,Congo,France,22,CF,AS Saint-�tienne,Paris FC,Summer,2017,-1
Nolan Roux,France,None,29,CF,AS Saint-�tienne,FC Metz,Summer,2017,-1
J�r�my Cl�ment,France,None,32,DM,AS Saint-�tienne,AS Nancy,Summer,2017,-1
Jonas Martin,France,None,27,CM,Real Betis,RC Strasbourg Alsace,Summer,2017,1500000.0
Idriss Saadi,Algeria,France,25,CF,Cardiff,RC Strasbourg Alsace,Summer,2017,1500000.0
Bingourou Kamara,France,Mauritania,20,GK,Tours FC,RC Strasbourg Alsace,Summer,2017,700000.0
Benjamin Corgnet,France,None,30,AM,Saint-�tienne,RC Strasbourg Alsace,Summer,2017,0
Kenny Lala,Martinique,France,25,RB,Lens,RC Strasbourg Alsace,Summer,2017,0
Nuno Da Costa,Cape Verde,France,26,CF,Valenciennes FC,RC Strasbourg Alsace,Summer,2017,-1
Pablo Martinez,France,Spain,28,LB,SCO Angers,RC Strasbourg Alsace,Summer,2017,-1
Khalid Bouta�b,Morocco,France,30,CF,RC Strasbourg Alsace,Y. Malatyaspor,Summer,2017,0
Hicham Benkaid,Morocco,None,27,CF,RC Strasbourg Alsace,US Orl�ans,Summer,2017,0
Felipe Saad,Brazil,Italy,33,CB,RC Strasbourg Alsace,FC Lorient,Summer,2017,0
Abdelhak Belahmeur,France,Algeria,25,LW,RC Strasbourg Alsace,US Avranches,Summer,2017,0
Oumar Pouye,Senegal,France,29,CF,RC Strasbourg Alsace,US Cr�teil,Summer,2017,0
Laurent Dos Santos,France,Portugal,24,RB,RC Strasbourg Alsace,Valenciennes FC,Summer,2017,0
Massir� Kant�,France,Mali,28,DM,RC Strasbourg Alsace,FC Martigues,Summer,2017,0
Steven Keller,France,None,25,CB,RC Strasbourg Alsace,None,Summer,2017,-1
Mayoro N'Doye,Senegal,None,25,DM,RC Strasbourg Alsace,Tours FC,Summer,2017,-1
Eric Marester,France,Guadeloupe,33,RB,RC Strasbourg Alsace,None,Summer,2017,-1
Vincent Gragnic,France,None,34,AM,RC Strasbourg Alsace,None,Summer,2017,-1
Corentin Schmittheissler,France,None,20,GK,RC Strasbourg Alsace,None,Summer,2017,-1
Corentin Jean,France,None,21,CF,Monaco,FC Toulouse,Summer,2017,3500000.0
Steven Fortes,Cape Verde,France,25,CB,AC Le Havre,FC Toulouse,Summer,2017,0
Yaya Sanogo,France,Cote d'Ivoire,24,CF,Arsenal,FC Toulouse,Summer,2017,0
Yannick Cahuzac,France,None,32,DM,SC Bastia,FC Toulouse,Summer,2017,0
Martin Braithwaite,Denmark,Guyana,26,CF,FC Toulouse,Middlesbrough,Summer,2017,11300000.0
Tongo Doumbia,Mali,France,27,DM,FC Toulouse,Dinamo Zagreb,Summer,2017,800000.0
Aleksandar Pesic,Serbia,None,25,CF,FC Toulouse,Red Star,Summer,2017,750000.0
Dominik Furman,Poland,None,24,CM,FC Toulouse,Wisla Plock,Summer,2017,150000.0
Dusan Veskovac,Serbia,None,31,CB,FC Toulouse,Napredak,Summer,2017,0
�scar Trejo,Argentina,Italy,29,AM,FC Toulouse,Rayo Vallecano,Summer,2017,0
Uros Spajic,Serbia,None,24,CB,FC Toulouse,RSC Anderlecht,Summer,2017,-1
Pavle Ninkov,Serbia,None,32,RB,FC Toulouse,None,Summer,2017,-1
Pantxi Sirieix,France,None,36,CM,FC Toulouse,None,Summer,2017,-1
Jean-Daniel Akpa Akpro,Cote d'Ivoire,France,24,CM,FC Toulouse,None,Summer,2017,-1
Bryan Pel�,France,None,25,LM,Stade Brest 29,ES Troyes AC,Summer,2017,0
Oswaldo Vizcarrondo,Venezuela,None,33,CB,FC Nantes,ES Troyes AC,Summer,2017,0
Mathieu Deplagne,France,None,25,RB,Montpellier,ES Troyes AC,Summer,2017,-1
Fran�ois Bellugou,France,None,30,DM,FC Lorient,ES Troyes AC,Summer,2017,-1
Khamis Digol N'Dozangue,France,None,18,Defender,AJ Auxerre B,ES Troyes AC,Summer,2017,-1
Mour Paye,France,Senegal,23,CF,ES Troyes AC,US Cr�teil,Summer,2017,0
Thiago Xavier,Brazil,None,33,DM,ES Troyes AC,Valenciennes FC,Summer,2017,0
Johan Martial,Martinique,France,26,CB,ES Troyes AC,M. Petah Tikva,Summer,2017,-1
Yanis Hamzaoui,France,Tunisia,21,CM,ES Troyes AC,None,Summer,2017,-1
Franck Grandel,Guadeloupe,France,39,GK,ES Troyes AC,None,Summer,2017,-1
Mahamadou N'Diaye,Mali,Senegal,26,CB,ES Troyes AC,None,Summer,2017,-1
Rinc�n,Brazil,None,30,CB,ES Troyes AC,None,Summer,2017,-1
Diego Costa,Spain,Brazil,29,CF,Chelsea,Atl�tico Madrid,Winter,2017,66000000.0
�liver Torres,Spain,None,22,CM,Atl�tico Madrid,FC Porto,Winter,2017,20000000.0
Carlos Vela,Mexico,Spain,28,RW,Real Sociedad,Los Angeles FC,Winter,2017,5000000.0
Sascha Riether,Germany,None,34,RB,None,FC Schalke 04,Winter,2017,-1
Corentin Tolisso,France,Togo,22,CM,Olympique Lyon,Bayern Munich,Summer,2017,41500000.0
Kingsley Coman,France,Guadeloupe,21,RW,Juventus,Bayern Munich,Summer,2017,21000000.0
Niklas S�le,Germany,None,21,CB,TSG Hoffenheim,Bayern Munich,Summer,2017,20000000.0
Serge Gnabry,Germany,None,21,LW,Werder Bremen,Bayern Munich,Summer,2017,8000000.0
Sebastian Rudy,Germany,None,27,DM,TSG Hoffenheim,Bayern Munich,Summer,2017,0
Tom Starke,Germany,None,36,GK,None,Bayern Munich,Summer,2017,-1
Medhi Benatia,Morocco,France,30,CB,Bayern Munich,Juventus,Summer,2017,17000000.0
Gianluca Gaudino,Germany,None,20,CM,Bayern Munich,Chievo Verona,Summer,2017,50000.0
Holger Badstuber,Germany,None,28,CB,Bayern Munich,VfB Stuttgart,Summer,2017,0
Philipp Lahm,Germany,None,33,RB,Bayern Munich,None,Summer,2017,-1
Tom Starke,Germany,None,36,GK,Bayern Munich,None,Summer,2017,-1
Xabi Alonso,Spain,None,35,DM,Bayern Munich,None,Summer,2017,-1
Kevin Kampl,Slovenia,Germany,26,CM,Bay. Leverkusen,RB Leipzig,Summer,2017,20000000.0
Jean-K�vin Augustin,France,Haiti,20,CF,Paris SG,RB Leipzig,Summer,2017,16000000.0
Bruma,Portugal,Guinea-Bissau,22,LW,Galatasaray,RB Leipzig,Summer,2017,12500000.0
Konrad Laimer,Austria,None,20,CM,RB Salzburg,RB Leipzig,Summer,2017,7000000.0
Yvon Mvogo,Switzerland,Cameroon,23,GK,BSC Young Boys,RB Leipzig,Summer,2017,5000000.0
Ibrahima Konat�,France,None,18,CB,FC Sochaux,RB Leipzig,Summer,2017,0
Philipp K�hn,Switzerland,Germany,19,GK,Stuttgart U19,RB Leipzig,Summer,2017,0
Oliver Burke,Scotland,None,20,RW,RB Leipzig,West Brom,Summer,2017,15200000.0
Davie Selke,Germany,None,22,CF,RB Leipzig,Hertha BSC,Summer,2017,8000000.0
Rani Khedira,Germany,Tunisia,23,DM,RB Leipzig,FC Augsburg,Summer,2017,0
Nils Quaschner,Germany,None,23,CF,RB Leipzig,Arm. Bielefeld,Summer,2017,-1
Andriy Yarmolenko,Ukraine,None,27,RW,Dynamo Kyiv,Borussia Dortmund,Summer,2017,25000000.0
Maximilian Philipp,Germany,None,23,LW,SC Freiburg,Borussia Dortmund,Summer,2017,20000000.0
Mahmoud Dahoud,Germany,Syria,21,CM,Bor. M'gladbach,Borussia Dortmund,Summer,2017,12000000.0
�mer Toprak,Turkey,Germany,27,CB,Bay. Leverkusen,Borussia Dortmund,Summer,2017,12000000.0
Jadon Sancho,England,Trinidad and Tobago,17,LW,Man City U18,Borussia Dortmund,Summer,2017,7840000.0
Jeremy Toljan,Germany,None,23,LB,TSG Hoffenheim,Borussia Dortmund,Summer,2017,7000000.0
Dan-Axel Zagadou,France,None,18,CB,Paris SG B,Borussia Dortmund,Summer,2017,0
Ousmane Demb�l�,France,Mauritania,20,LW,Borussia Dortmund,FC Barcelona,Summer,2017,105000000.0
Matthias Ginter,Germany,None,23,CB,Borussia Dortmund,Bor. M'gladbach,Summer,2017,17000000.0
Emre Mor,Turkey,Denmark,20,RW,Borussia Dortmund,Celta de Vigo,Summer,2017,13000000.0
Sven Bender,Germany,None,28,CB,Borussia Dortmund,Bay. Leverkusen,Summer,2017,12500000.0
Adri�n Ramos,Colombia,None,31,CF,Borussia Dortmund,CQ Dangdai Lif.,Summer,2017,12000000.0
Pascal Stenzel,Germany,None,21,RB,Borussia Dortmund,SC Freiburg,Summer,2017,4000000.0
Hendrik Bonmann,Germany,None,23,GK,Borussia Dortmund,1860 Munich,Summer,2017,0
Havard Nordtveit,Norway,None,27,CB,West Ham,TSG 1899 Hoffenheim,Summer,2017,8000000.0
Nico Schulz,Germany,None,24,LB,Bor. M'gladbach,TSG 1899 Hoffenheim,Summer,2017,3000000.0
Justin Hoogma,Netherlands,None,19,CB,Heracles Almelo,TSG 1899 Hoffenheim,Summer,2017,2700000.0
Florian Grillitsch,Austria,None,21,CM,Werder Bremen,TSG 1899 Hoffenheim,Summer,2017,0
Robert Zulj,Austria,Croatia,25,AM,Greuther F�rth,TSG 1899 Hoffenheim,Summer,2017,0
Niklas S�le,Germany,None,21,CB,TSG 1899 Hoffenheim,Bayern Munich,Summer,2017,20000000.0
Jeremy Toljan,Germany,None,23,LB,TSG 1899 Hoffenheim,Bor. Dortmund,Summer,2017,7000000.0
Fabian Sch�r,Switzerland,None,25,CB,TSG 1899 Hoffenheim,Dep. La Coru�a,Summer,2017,3000000.0
Marco Terrazzino,Germany,Italy,26,LW,TSG 1899 Hoffenheim,SC Freiburg,Summer,2017,2500000.0
Nicolai Rapp,Germany,None,20,CB,TSG 1899 Hoffenheim,Erzgebirge Aue,Summer,2017,50000.0
Danilo Soares,Brazil,None,25,LB,TSG 1899 Hoffenheim,VfL Bochum,Summer,2017,0
Sebastian Rudy,Germany,None,27,DM,TSG 1899 Hoffenheim,Bayern Munich,Summer,2017,0
Pirmin Schwegler,Switzerland,None,30,DM,TSG 1899 Hoffenheim,Hannover 96,Summer,2017,0
Russell Canouse,United States,None,22,CM,TSG 1899 Hoffenheim,DC United,Summer,2017,-1
Jhon C�rdoba,Colombia,None,24,CF,1.FSV Mainz 05,1. FC K�ln,Summer,2017,17000000.0
Jannes Horn,Germany,None,20,LB,VfL Wolfsburg,1. FC K�ln,Summer,2017,7000000.0
Jorge Mer�,Spain,None,20,CB,Sporting Gij�n,1. FC K�ln,Summer,2017,7000000.0
Tim Handwerker,Germany,None,19,LB,Leverkusen U19,1. FC K�ln,Summer,2017,0
Claudio Pizarro,Peru,Italy,38,CF,None,1. FC K�ln,Summer,2017,-1
Anthony Modeste,France,Martinique,29,CF,1. FC K�ln,TJ Quanjian,Summer,2017,34700000.0
Marcel Hartel,Germany,None,21,AM,1. FC K�ln,Union Berlin,Summer,2017,250000.0
Artjoms Rudnevs,Latvia,Russia,29,CF,1. FC K�ln,None,Summer,2017,-1
Davie Selke,Germany,None,22,CF,RB Leipzig,Hertha BSC,Summer,2017,8000000.0
Mathew Leckie,Australia,None,26,RW,FC Ingolstadt,Hertha BSC,Summer,2017,3000000.0
Karim Rekik,Netherlands,Tunisia,22,CB,Marseille,Hertha BSC,Summer,2017,2500000.0
Jonathan Klinsmann,United States,Germany,20,GK,UC Berkeley,Hertha BSC,Summer,2017,0
John Anthony Brooks,United States,Germany,24,CB,Hertha BSC,VfL Wolfsburg,Summer,2017,17000000.0
Florian Kohls,Germany,None,22,DM,Hertha BSC,W�rzb. Kickers,Summer,2017,0
Alexander Baumjohann,Germany,None,30,AM,Hertha BSC,Coritiba FC,Summer,2017,0
Sami Allagui,Tunisia,Germany,31,CF,Hertha BSC,FC St. Pauli,Summer,2017,0
Yoric Ravet,France,None,27,RW,BSC Young Boys,SC Freiburg,Summer,2017,4500000.0
Pascal Stenzel,Germany,None,21,RB,Bor. Dortmund,SC Freiburg,Summer,2017,4000000.0
Robin Koch,Germany,None,21,CB,1.FC K'lautern,SC Freiburg,Summer,2017,4000000.0
Marco Terrazzino,Germany,Italy,26,LW,TSG Hoffenheim,SC Freiburg,Summer,2017,2500000.0
Florian Niederlechner,Germany,None,26,CF,1.FSV Mainz 05,SC Freiburg,Summer,2017,2300000.0
Maximilian Philipp,Germany,None,23,LW,SC Freiburg,Bor. Dortmund,Summer,2017,20000000.0
Vincenzo Grifo,Italy,Germany,24,LW,SC Freiburg,Bor. M'gladbach,Summer,2017,6000000.0
Sebastian Kerk,Germany,None,23,LW,SC Freiburg,1.FC Nuremberg,Summer,2017,500000.0
Havard Nielsen,Norway,None,24,CF,SC Freiburg,F. D�sseldorf,Summer,2017,400000.0
Fabian Menig,Germany,None,23,LB,SC Freiburg,Preu�en M�nster,Summer,2017,0
Marc Torrej�n,Spain,None,31,CB,SC Freiburg,Union Berlin,Summer,2017,0
Amir Falahen,Pal�stina,Germany,24,CF,SC Freiburg,None,Summer,2017,-1
Ludwig Augustinsson,Sweden,None,23,LB,FC Copenhagen,SV Werder Bremen,Summer,2017,4500000.0
Jiri Pavlenka,Czech Republic,None,25,GK,Slavia Prag,SV Werder Bremen,Summer,2017,3000000.0
J�r�me Gondorf,Germany,None,29,CM,SV Darmstadt 98,SV Werder Bremen,Summer,2017,1200000.0
Serge Gnabry,Germany,None,21,LW,SV Werder Bremen,Bayern Munich,Summer,2017,8000000.0
Felix Wiedwald,Germany,None,27,GK,SV Werder Bremen,Leeds,Summer,2017,500000.0
Marnon Busch,Germany,None,22,RB,SV Werder Bremen,1.FC Heidenheim,Summer,2017,100000.0
Florian Grillitsch,Austria,None,21,CM,SV Werder Bremen,TSG Hoffenheim,Summer,2017,0
Santiago Garc�a,Argentina,Spain,28,LB,SV Werder Bremen,Toluca,Summer,2017,0
Raphael Wolf,Germany,None,29,GK,SV Werder Bremen,F. D�sseldorf,Summer,2017,0
Melvyn Lorenzen,Germany,None,22,LW,SV Werder Bremen,ADO Den Haag,Summer,2017,0
Levent Aycicek,Germany,Turkey,23,AM,SV Werder Bremen,Greuther F�rth,Summer,2017,-1
Clemens Fritz,Germany,None,36,CM,SV Werder Bremen,None,Summer,2017,-1
Claudio Pizarro,Peru,Italy,38,CF,SV Werder Bremen,None,Summer,2017,-1
Matthias Ginter,Germany,None,23,CB,Bor. Dortmund,Borussia M�nchengladbach,Summer,2017,17000000.0
Denis Zakaria,Switzerland,Congo DR,20,DM,BSC Young Boys,Borussia M�nchengladbach,Summer,2017,12000000.0
Vincenzo Grifo,Italy,Germany,24,LW,SC Freiburg,Borussia M�nchengladbach,Summer,2017,6000000.0
Ra�l Bobadilla,Paraguay,Argentina,30,CF,FC Augsburg,Borussia M�nchengladbach,Summer,2017,2000000.0
Micka�l Cuisance,France,None,17,CM,AS Nancy U19,Borussia M�nchengladbach,Summer,2017,250000.0
Florian Neuhaus,Germany,None,20,CM,1860 Munich,Borussia M�nchengladbach,Summer,2017,0
Mahmoud Dahoud,Germany,Syria,21,CM,Borussia M�nchengladbach,Bor. Dortmund,Summer,2017,12000000.0
Andr� Hahn,Germany,None,26,RW,Borussia M�nchengladbach,Hamburger SV,Summer,2017,6000000.0
Timoth�e Kolodziejczak,France,None,25,CB,Borussia M�nchengladbach,Tigres,Summer,2017,5000000.0
Julian Korb,Germany,None,25,RB,Borussia M�nchengladbach,Hannover 96,Summer,2017,3000000.0
Nico Schulz,Germany,None,24,LB,Borussia M�nchengladbach,TSG Hoffenheim,Summer,2017,3000000.0
Djibril Sow,Switzerland,Senegal,20,CM,Borussia M�nchengladbach,BSC Young Boys,Summer,2017,2000000.0
Marvin Schulz,Germany,None,22,CB,Borussia M�nchengladbach,FC Luzern,Summer,2017,-1
Nabil Bentaleb,Algeria,France,22,CM,Spurs,FC Schalke 04,Summer,2017,19000000.0
Yevhen Konoplyanka,Ukraine,None,27,LW,Sevilla FC,FC Schalke 04,Summer,2017,12500000.0
Amine Harit,Morocco,France,20,AM,FC Nantes,FC Schalke 04,Summer,2017,8000000.0
Bastian Oczipka,Germany,None,28,LB,E. Frankfurt,FC Schalke 04,Summer,2017,4500000.0
Pablo Insua,Spain,None,23,CB,Dep. La Coru�a,FC Schalke 04,Summer,2017,3500000.0
Michael Langer,Austria,None,32,GK,Norrk�ping,FC Schalke 04,Summer,2017,0
Sascha Riether,Germany,None,34,RB,None,FC Schalke 04,Summer,2017,-1
Felix Platte,Germany,None,21,CF,FC Schalke 04,SV Darmstadt 98,Summer,2017,800000.0
Fabian Giefer,Germany,None,27,GK,FC Schalke 04,FC Augsburg,Summer,2017,750000.0
Atsuto Uchida,Japan,None,29,RB,FC Schalke 04,Union Berlin,Summer,2017,0
Timon Wellenreuther,Germany,None,21,GK,FC Schalke 04,Willem II,Summer,2017,0
Sead Kolasinac,Bosnia-Herzegovina,Germany,24,LB,FC Schalke 04,Arsenal,Summer,2017,0
Eric Maxim Choupo-Moting,Cameroon,Germany,28,LW,FC Schalke 04,Stoke City,Summer,2017,0
Sidney Sam,Germany,None,29,RW,FC Schalke 04,VfL Bochum,Summer,2017,0
Phil Neumann,Germany,None,19,RB,FC Schalke 04,FC Ingolstadt,Summer,2017,0
Klaas-Jan Huntelaar,Netherlands,None,33,CF,FC Schalke 04,AFC Ajax,Summer,2017,0
Dennis Aogo,Germany,Nigeria,30,LB,FC Schalke 04,VfB Stuttgart,Summer,2017,0
Sascha Riether,Germany,None,34,RB,FC Schalke 04,None,Summer,2017,-1
S�bastien Haller,France,Cote d'Ivoire,23,CF,FC Utrecht,Eintracht Frankfurt,Summer,2017,7000000.0
Jetro Willems,Netherlands,Curacao,23,LB,PSV Eindhoven,Eintracht Frankfurt,Summer,2017,5000000.0
Simon Falette,French Guiana,France,25,CB,FC Metz,Eintracht Frankfurt,Summer,2017,2700000.0
Daichi Kamada,Japan,None,20,AM,Sagan Tosu,Eintracht Frankfurt,Summer,2017,1600000.0
Danny da Costa,Germany,Angola,23,RB,Bay. Leverkusen,Eintracht Frankfurt,Summer,2017,1000000.0
Gelson Fernandes,Switzerland,Cape Verde,30,DM,Stade Rennais,Eintracht Frankfurt,Summer,2017,350000.0
Jan Zimmermann,Germany,None,32,GK,1860 Munich,Eintracht Frankfurt,Summer,2017,0
Jonathan de Guzm�n,Netherlands,Canada,29,CM,SSC Napoli,Eintracht Frankfurt,Summer,2017,0
Kevin-Prince Boateng,Ghana,Germany,30,AM,UD Las Palmas,Eintracht Frankfurt,Summer,2017,0
Bastian Oczipka,Germany,None,28,LB,Eintracht Frankfurt,FC Schalke 04,Summer,2017,4500000.0
Haris Seferovic,Switzerland,Bosnia-Herzegovina,25,CF,Eintracht Frankfurt,Benfica,Summer,2017,0
Furkan Zorba,Turkey,Germany,19,CB,Eintracht Frankfurt,VfL Osnabr�ck,Summer,2017,0
Heinz Lindner,Austria,None,26,GK,Eintracht Frankfurt,Grasshoppers,Summer,2017,0
Lucas Alario,Argentina,Italy,24,CF,River Plate,Bayer 04 Leverkusen,Summer,2017,24000000.0
Panagiotis Retsos,Greece,None,19,CB,Olympiacos,Bayer 04 Leverkusen,Summer,2017,17500000.0
Sven Bender,Germany,None,28,CB,Bor. Dortmund,Bayer 04 Leverkusen,Summer,2017,12500000.0
Dominik Kohr,Germany,None,23,CM,FC Augsburg,Bayer 04 Leverkusen,Summer,2017,2000000.0
Hakan Calhanoglu,Turkey,Germany,23,AM,Bayer 04 Leverkusen,AC Milan,Summer,2017,22000000.0
Kevin Kampl,Slovenia,Germany,26,CM,Bayer 04 Leverkusen,RB Leipzig,Summer,2017,20000000.0
Chicharito,Mexico,None,29,CF,Bayer 04 Leverkusen,West Ham,Summer,2017,17800000.0
�mer Toprak,Turkey,Germany,27,CB,Bayer 04 Leverkusen,Bor. Dortmund,Summer,2017,12000000.0
Kyriakos Papadopoulos,Greece,None,25,CB,Bayer 04 Leverkusen,Hamburger SV,Summer,2017,6500000.0
Danny da Costa,Germany,Angola,23,RB,Bayer 04 Leverkusen,E. Frankfurt,Summer,2017,1000000.0
Paterson Chato,Germany,Cameroon,20,LB,Bayer 04 Leverkusen,B. Dortmund II,Summer,2017,0
Patrik Dzalto,Croatia,Germany,20,CF,Bayer 04 Leverkusen,Jahn Regensburg,Summer,2017,0
Andrejs Ciganiks,Latvia,None,20,LM,Bayer 04 Leverkusen,Schalke 04 II,Summer,2017,0
Lukas Boeder,Germany,None,20,CB,Bayer 04 Leverkusen,SC Paderborn,Summer,2017,0
Seung-Woo Ryu,Korea  South,None,23,AM,Bayer 04 Leverkusen,Jeju Utd.,Summer,2017,-1
Joel Abu Hanna,Germany,None,19,CB,Bayer 04 Leverkusen,1.FC K'lautern,Summer,2017,-1
Robin Becker,Germany,None,20,RB,Bayer 04 Leverkusen,E. Braunschweig,Summer,2017,-1
Marc Brasnic,Croatia,Germany,20,CF,Bayer 04 Leverkusen,Viktoria K�ln,Summer,2017,-1
Roberto Hilbert,Germany,None,32,RB,Bayer 04 Leverkusen,None,Summer,2017,-1
Michael Gregoritsch,Austria,None,23,SS,Hamburger SV,FC Augsburg,Summer,2017,5500000.0
Sergio C�rdova,Venezuela,None,19,RW,Caracas FC,FC Augsburg,Summer,2017,1000000.0
Fabian Giefer,Germany,None,27,GK,FC Schalke 04,FC Augsburg,Summer,2017,750000.0
Kilian Jakob,Germany,None,19,LB,1860 Munich,FC Augsburg,Summer,2017,300000.0
Marcel Heller,Germany,None,31,RW,SV Darmstadt 98,FC Augsburg,Summer,2017,0
Rani Khedira,Germany,Tunisia,23,DM,RB Leipzig,FC Augsburg,Summer,2017,0
Ra�l Bobadilla,Paraguay,Argentina,30,CF,FC Augsburg,Bor. M'gladbach,Summer,2017,2000000.0
Dominik Kohr,Germany,None,23,CM,FC Augsburg,Bay. Leverkusen,Summer,2017,2000000.0
Paul Verhaegh,Netherlands,None,33,RB,FC Augsburg,VfL Wolfsburg,Summer,2017,1500000.0
Albian Ajeti,Switzerland,Albania,20,CF,FC Augsburg,FC St. Gallen,Summer,2017,1000000.0
Halil Altintop,Turkey,Germany,34,AM,FC Augsburg,Slavia Prag,Summer,2017,0
Marco Schuster,Germany,None,21,DM,FC Augsburg,Waldh. Mannheim,Summer,2017,0
Tim Matavz,Slovenia,None,28,CF,FC Augsburg,Vitesse,Summer,2017,-1
Kyriakos Papadopoulos,Greece,None,25,CB,Bay. Leverkusen,Hamburger SV,Summer,2017,6500000.0
Andr� Hahn,Germany,None,26,RW,Bor. M'gladbach,Hamburger SV,Summer,2017,6000000.0
Julian Pollersbeck,Germany,None,22,GK,1.FC K'lautern,Hamburger SV,Summer,2017,3500000.0
Rick van Drongelen,Netherlands,None,18,CB,Sparta R.,Hamburger SV,Summer,2017,3000000.0
Bjarne Thoelke,Germany,None,25,CB,Karlsruher SC,Hamburger SV,Summer,2017,0
Sejad Salihovic,Bosnia-Herzegovina,Germany,32,CM,None,Hamburger SV,Summer,2017,-1
Michael Gregoritsch,Austria,None,23,SS,Hamburger SV,FC Augsburg,Summer,2017,5500000.0
Ren� Adler,Germany,None,32,GK,Hamburger SV,1.FSV Mainz 05,Summer,2017,0
Johan Djourou,Switzerland,Cote d'Ivoire,30,CB,Hamburger SV,Antalyaspor,Summer,2017,0
Matthias Ostrzolek,Germany,Poland,27,LB,Hamburger SV,Hannover 96,Summer,2017,0
Nabil Bahoui,Sweden,Morocco,26,LW,Hamburger SV,Grasshoppers,Summer,2017,0
Dren Feka,Kosovo,Germany,20,DM,Hamburger SV,FC Luzern,Summer,2017,-1
Ashton G�tz,Germany,United States,23,RB,Hamburger SV,None,Summer,2017,-1
Abdou Diallo,France,Senegal,21,CB,Monaco,1.FSV Mainz 05,Summer,2017,5000000.0
Alexandru Maxim,Romania,None,26,AM,VfB Stuttgart,1.FSV Mainz 05,Summer,2017,3000000.0
Viktor Fischer,Denmark,None,23,LW,Middlesbrough,1.FSV Mainz 05,Summer,2017,3000000.0
Kenan Kodro,Bosnia-Herzegovina,Spain,23,CF,CA Osasuna,1.FSV Mainz 05,Summer,2017,1750000.0
Ren� Adler,Germany,None,32,GK,Hamburger SV,1.FSV Mainz 05,Summer,2017,0
Jhon C�rdoba,Colombia,None,24,CF,1.FSV Mainz 05,1. FC K�ln,Summer,2017,17000000.0
Florian Niederlechner,Germany,None,26,CF,1.FSV Mainz 05,SC Freiburg,Summer,2017,2300000.0
Pierre Bengtsson,Sweden,None,29,LB,1.FSV Mainz 05,FC Copenhagen,Summer,2017,1000000.0
Todor Nedelev,Bulgaria,None,24,LW,1.FSV Mainz 05,Botev Plovdiv,Summer,2017,-1
John Anthony Brooks,United States,Germany,24,CB,Hertha BSC,VfL Wolfsburg,Summer,2017,17000000.0
Ignacio Camacho,Spain,None,27,DM,M�laga CF,VfL Wolfsburg,Summer,2017,15000000.0
Nany Landry Dimata,Belgium,Congo DR,19,CF,KV Oostende,VfL Wolfsburg,Summer,2017,10000000.0
William,Brazil,None,22,RB,Internacional,VfL Wolfsburg,Summer,2017,5000000.0
Marvin Stefaniak,Germany,None,22,LW,Dynamo Dresden,VfL Wolfsburg,Summer,2017,2000000.0
Kaylen Hinds,England,Jamaica,19,SS,Arsenal U23,VfL Wolfsburg,Summer,2017,1500000.0
Paul Verhaegh,Netherlands,None,33,RB,FC Augsburg,VfL Wolfsburg,Summer,2017,1500000.0
Ohis Felix Uduokhai,Germany,Nigeria,19,CB,1860 Munich,VfL Wolfsburg,Summer,2017,1000000.0
Ricardo Rodr�guez,Switzerland,Chile,24,LB,VfL Wolfsburg,AC Milan,Summer,2017,18000000.0
Luiz Gustavo,Brazil,Germany,29,DM,VfL Wolfsburg,Marseille,Summer,2017,10000000.0
Jannes Horn,Germany,None,20,LB,VfL Wolfsburg,1. FC K�ln,Summer,2017,7000000.0
Vieirinha,Portugal,None,31,RM,VfL Wolfsburg,PAOK Saloniki,Summer,2017,1000000.0
Diego Benaglio,Switzerland,Italy,33,GK,VfL Wolfsburg,Monaco,Summer,2017,0
Leandro Putaro,Germany,Italy,20,CF,VfL Wolfsburg,Arm. Bielefeld,Summer,2017,-1
Patrick Drewes,Germany,None,24,GK,VfL Wolfsburg,W�rzb. Kickers,Summer,2017,-1
Christian Tr�sch,Germany,None,29,RB,VfL Wolfsburg,FC Ingolstadt,Summer,2017,-1
Francisco Rodr�guez,Switzerland,Chile,21,LM,VfL Wolfsburg,FC Luzern,Summer,2017,-1
Carlos Ascues,Peru,Venezuela,25,CB,VfL Wolfsburg,Alianza Lima,Summer,2017,-1
Ashkan Dejagah,Iran,Germany,30,RM,VfL Wolfsburg,None,Summer,2017,-1
Chadrac Akolo,Congo DR,None,22,RW,FC Sion,VfB Stuttgart,Summer,2017,6000000.0
Santiago Ascac�bar,Argentina,None,20,DM,Estudiantes,VfB Stuttgart,Summer,2017,5950000.0
